Date,Time,Symbol,Source (Live/Historical),Market (Pre-Market/In-Market),is_premarket (DB),source (DB)
2026-05-14,14:00,SPX,Historical,In-Market,0,histgex
2026-05-14,14:30,SPX,Historical,In-Market,0,histgex
2026-05-14,15:00,SPX,Historical,In-Market,0,histgex
2026-05-14,15:30,SPX,Historical,In-Market,0,histgex
2026-05-13,09:30,SPX,Historical,In-Market,0,histgex
2026-05-13,10:00,SPX,Historical,In-Market,0,histgex
2026-05-13,10:30,SPX,Historical,In-Market,0,histgex
2026-05-13,11:00,SPX,Historical,In-Market,0,histgex
2026-05-13,11:30,SPX,Historical,In-Market,0,histgex
2026-05-13,12:00,SPX,Historical,In-Market,0,histgex
2026-05-13,12:30,SPX,Historical,In-Market,0,histgex
2026-05-13,13:00,SPX,Historical,In-Market,0,histgex
2026-05-13,13:30,SPX,Historical,In-Market,0,histgex
2026-05-13,14:00,SPX,Historical,In-Market,0,histgex
2026-05-13,14:30,SPX,Historical,In-Market,0,histgex
2026-05-13,15:00,SPX,Historical,In-Market,0,histgex
2026-05-13,15:30,SPX,Historical,In-Market,0,histgex
2026-05-12,09:30,SPX,Historical,In-Market,0,histgex
2026-05-12,10:00,SPX,Historical,In-Market,0,histgex
2026-05-12,10:30,SPX,Historical,In-Market,0,histgex
2026-05-12,11:00,SPX,Historical,In-Market,0,histgex
2026-05-12,11:30,SPX,Historical,In-Market,0,histgex
2026-05-12,12:00,SPX,Historical,In-Market,0,histgex
2026-05-12,12:30,SPX,Historical,In-Market,0,histgex
2026-05-12,13:00,SPX,Historical,In-Market,0,histgex
2026-05-12,13:30,SPX,Historical,In-Market,0,histgex
2026-05-12,14:00,SPX,Historical,In-Market,0,histgex
2026-05-12,14:30,SPX,Historical,In-Market,0,histgex
2026-05-12,15:00,SPX,Historical,In-Market,0,histgex
2026-05-12,15:30,SPX,Historical,In-Market,0,histgex
2026-05-11,09:30,SPX,Historical,In-Market,0,histgex
2026-05-11,10:00,SPX,Historical,In-Market,0,histgex
2026-05-11,10:30,SPX,Historical,In-Market,0,histgex
2026-05-11,11:00,SPX,Historical,In-Market,0,histgex
2026-05-11,11:30,SPX,Historical,In-Market,0,histgex
2026-05-11,12:00,SPX,Historical,In-Market,0,histgex
2026-05-11,12:30,SPX,Historical,In-Market,0,histgex
2026-05-11,13:00,SPX,Historical,In-Market,0,histgex
2026-05-11,13:30,SPX,Historical,In-Market,0,histgex
2026-05-11,14:00,SPX,Historical,In-Market,0,histgex
2026-05-11,14:30,SPX,Historical,In-Market,0,histgex
2026-05-11,15:00,SPX,Historical,In-Market,0,histgex
2026-05-11,15:30,SPX,Historical,In-Market,0,histgex
2026-05-08,09:30,SPX,Historical,In-Market,0,histgex
2026-05-08,10:00,SPX,Historical,In-Market,0,histgex
2026-05-08,10:30,SPX,Historical,In-Market,0,histgex
2026-05-08,11:00,SPX,Historical,In-Market,0,histgex
2026-05-08,11:30,SPX,Historical,In-Market,0,histgex
2026-05-08,12:00,SPX,Historical,In-Market,0,histgex
2026-05-08,12:30,SPX,Historical,In-Market,0,histgex
2026-05-08,13:00,SPX,Historical,In-Market,0,histgex
2026-05-08,13:30,SPX,Historical,In-Market,0,histgex
2026-05-08,14:00,SPX,Historical,In-Market,0,histgex
2026-05-08,14:30,SPX,Historical,In-Market,0,histgex
2026-05-08,15:00,SPX,Historical,In-Market,0,histgex
2026-05-08,15:30,SPX,Historical,In-Market,0,histgex
2026-05-07,09:30,SPX,Historical,In-Market,0,histgex
2026-05-07,10:00,SPX,Historical,In-Market,0,histgex
2026-05-07,10:30,SPX,Historical,In-Market,0,histgex
2026-05-07,11:00,SPX,Historical,In-Market,0,histgex
2026-05-07,11:30,SPX,Historical,In-Market,0,histgex
2026-05-07,12:00,SPX,Historical,In-Market,0,histgex
2026-05-07,12:30,SPX,Historical,In-Market,0,histgex
2026-05-07,13:00,SPX,Historical,In-Market,0,histgex
2026-05-07,13:30,SPX,Historical,In-Market,0,histgex
2026-05-07,14:00,SPX,Historical,In-Market,0,histgex
2026-05-07,14:30,SPX,Historical,In-Market,0,histgex
2026-05-07,15:00,SPX,Historical,In-Market,0,histgex
2026-05-07,15:30,SPX,Historical,In-Market,0,histgex
2026-05-06,09:30,SPX,Historical,In-Market,0,histgex
2026-05-06,10:00,SPX,Historical,In-Market,0,histgex
2026-05-06,10:30,SPX,Historical,In-Market,0,histgex
2026-05-06,11:00,SPX,Historical,In-Market,0,histgex
2026-05-06,11:30,SPX,Historical,In-Market,0,histgex
2026-05-06,12:00,SPX,Historical,In-Market,0,histgex
2026-05-06,12:30,SPX,Historical,In-Market,0,histgex
2026-05-06,13:00,SPX,Historical,In-Market,0,histgex
2026-05-06,13:30,SPX,Historical,In-Market,0,histgex
2026-05-06,14:00,SPX,Historical,In-Market,0,histgex
2026-05-06,14:30,SPX,Historical,In-Market,0,histgex
2026-05-06,15:00,SPX,Historical,In-Market,0,histgex
2026-05-06,15:30,SPX,Historical,In-Market,0,histgex
2026-05-05,09:30,SPX,Historical,In-Market,0,histgex
2026-05-05,10:00,SPX,Historical,In-Market,0,histgex
2026-05-05,10:30,SPX,Historical,In-Market,0,histgex
2026-05-05,11:00,SPX,Historical,In-Market,0,histgex
2026-05-05,11:30,SPX,Historical,In-Market,0,histgex
2026-05-05,12:00,SPX,Historical,In-Market,0,histgex
2026-05-05,12:30,SPX,Historical,In-Market,0,histgex
2026-05-05,13:00,SPX,Historical,In-Market,0,histgex
2026-05-05,13:30,SPX,Historical,In-Market,0,histgex
2026-05-05,14:00,SPX,Historical,In-Market,0,histgex
2026-05-05,14:30,SPX,Historical,In-Market,0,histgex
2026-05-05,15:00,SPX,Historical,In-Market,0,histgex
2026-05-05,15:30,SPX,Historical,In-Market,0,histgex
2026-05-04,09:30,SPX,Historical,In-Market,0,histgex
2026-05-04,10:00,SPX,Historical,In-Market,0,histgex
2026-05-04,10:30,SPX,Historical,In-Market,0,histgex
2026-05-04,11:00,SPX,Historical,In-Market,0,histgex
2026-05-04,11:30,SPX,Historical,In-Market,0,histgex
2026-05-04,12:00,SPX,Historical,In-Market,0,histgex
2026-05-04,12:30,SPX,Historical,In-Market,0,histgex
2026-05-04,13:00,SPX,Historical,In-Market,0,histgex
2026-05-04,13:30,SPX,Historical,In-Market,0,histgex
2026-05-04,14:00,SPX,Historical,In-Market,0,histgex
2026-05-04,14:30,SPX,Historical,In-Market,0,histgex
2026-05-04,15:00,SPX,Historical,In-Market,0,histgex
2026-05-04,15:30,SPX,Historical,In-Market,0,histgex
2026-05-01,09:30,SPX,Historical,In-Market,0,histgex
2026-05-01,10:00,SPX,Historical,In-Market,0,histgex
2026-05-01,10:30,SPX,Historical,In-Market,0,histgex
2026-05-01,11:00,SPX,Historical,In-Market,0,histgex
2026-05-01,11:30,SPX,Historical,In-Market,0,histgex
2026-05-01,12:00,SPX,Historical,In-Market,0,histgex
2026-05-01,12:30,SPX,Historical,In-Market,0,histgex
2026-05-01,13:00,SPX,Historical,In-Market,0,histgex
2026-05-01,13:30,SPX,Historical,In-Market,0,histgex
2026-05-01,14:00,SPX,Historical,In-Market,0,histgex
2026-05-01,14:30,SPX,Historical,In-Market,0,histgex
2026-05-01,15:00,SPX,Historical,In-Market,0,histgex
2026-05-01,15:30,SPX,Historical,In-Market,0,histgex
2026-04-30,09:30,SPX,Historical,In-Market,0,histgex
2026-04-30,10:00,SPX,Historical,In-Market,0,histgex
2026-04-30,10:30,SPX,Historical,In-Market,0,histgex
2026-04-30,11:00,SPX,Historical,In-Market,0,histgex
2026-04-30,11:30,SPX,Historical,In-Market,0,histgex
2026-04-30,12:00,SPX,Historical,In-Market,0,histgex
2026-04-30,12:30,SPX,Historical,In-Market,0,histgex
2026-04-30,13:00,SPX,Historical,In-Market,0,histgex
2026-04-30,13:30,SPX,Historical,In-Market,0,histgex
2026-04-30,14:00,SPX,Historical,In-Market,0,histgex
2026-04-30,14:30,SPX,Historical,In-Market,0,histgex
2026-04-30,15:00,SPX,Historical,In-Market,0,histgex
2026-04-30,15:30,SPX,Historical,In-Market,0,histgex
2026-04-29,09:30,SPX,Historical,In-Market,0,histgex
2026-04-29,10:00,SPX,Historical,In-Market,0,histgex
2026-04-29,10:30,SPX,Historical,In-Market,0,histgex
2026-04-29,11:00,SPX,Historical,In-Market,0,histgex
2026-04-29,11:30,SPX,Historical,In-Market,0,histgex
2026-04-29,12:00,SPX,Historical,In-Market,0,histgex
2026-04-29,12:30,SPX,Historical,In-Market,0,histgex
2026-04-29,13:00,SPX,Historical,In-Market,0,histgex
2026-04-29,13:30,SPX,Historical,In-Market,0,histgex
2026-04-29,14:00,SPX,Historical,In-Market,0,histgex
2026-04-29,14:30,SPX,Historical,In-Market,0,histgex
2026-04-29,15:00,SPX,Historical,In-Market,0,histgex
2026-04-29,15:30,SPX,Historical,In-Market,0,histgex
2026-04-28,09:30,SPX,Historical,In-Market,0,histgex
2026-04-28,10:00,SPX,Historical,In-Market,0,histgex
2026-04-28,10:30,SPX,Historical,In-Market,0,histgex
2026-04-28,11:00,SPX,Historical,In-Market,0,histgex
2026-04-28,11:30,SPX,Historical,In-Market,0,histgex
2026-04-28,12:00,SPX,Historical,In-Market,0,histgex
2026-04-28,12:30,SPX,Historical,In-Market,0,histgex
2026-04-28,13:00,SPX,Historical,In-Market,0,histgex
2026-04-28,13:30,SPX,Historical,In-Market,0,histgex
2026-04-28,14:00,SPX,Historical,In-Market,0,histgex
2026-04-28,14:30,SPX,Historical,In-Market,0,histgex
2026-04-28,15:00,SPX,Historical,In-Market,0,histgex
2026-04-28,15:30,SPX,Historical,In-Market,0,histgex
2026-04-27,09:30,SPX,Historical,In-Market,0,histgex
2026-04-27,10:00,SPX,Historical,In-Market,0,histgex
2026-04-27,10:30,SPX,Historical,In-Market,0,histgex
2026-04-27,11:00,SPX,Historical,In-Market,0,histgex
2026-04-27,11:30,SPX,Historical,In-Market,0,histgex
2026-04-27,12:00,SPX,Historical,In-Market,0,histgex
2026-04-27,12:30,SPX,Historical,In-Market,0,histgex
2026-04-27,13:00,SPX,Historical,In-Market,0,histgex
2026-04-27,13:30,SPX,Historical,In-Market,0,histgex
2026-04-27,14:00,SPX,Historical,In-Market,0,histgex
2026-04-27,14:30,SPX,Historical,In-Market,0,histgex
2026-04-27,15:00,SPX,Historical,In-Market,0,histgex
2026-04-27,15:30,SPX,Historical,In-Market,0,histgex
2026-04-24,09:30,SPX,Historical,In-Market,0,histgex
2026-04-24,10:00,SPX,Historical,In-Market,0,histgex
2026-04-24,10:30,SPX,Historical,In-Market,0,histgex
2026-04-24,11:00,SPX,Historical,In-Market,0,histgex
2026-04-24,11:30,SPX,Historical,In-Market,0,histgex
2026-04-24,12:00,SPX,Historical,In-Market,0,histgex
2026-04-24,12:30,SPX,Historical,In-Market,0,histgex
2026-04-24,13:00,SPX,Historical,In-Market,0,histgex
2026-04-24,13:30,SPX,Historical,In-Market,0,histgex
2026-04-24,14:00,SPX,Historical,In-Market,0,histgex
2026-04-24,14:30,SPX,Historical,In-Market,0,histgex
2026-04-24,15:00,SPX,Historical,In-Market,0,histgex
2026-04-24,15:30,SPX,Historical,In-Market,0,histgex
2026-04-23,09:30,SPX,Historical,In-Market,0,histgex
2026-04-23,10:00,SPX,Historical,In-Market,0,histgex
2026-04-23,10:30,SPX,Historical,In-Market,0,histgex
2026-04-23,11:00,SPX,Historical,In-Market,0,histgex
2026-04-23,11:30,SPX,Historical,In-Market,0,histgex
2026-04-23,12:00,SPX,Historical,In-Market,0,histgex
2026-04-23,12:30,SPX,Historical,In-Market,0,histgex
2026-04-23,13:00,SPX,Historical,In-Market,0,histgex
2026-04-23,13:30,SPX,Historical,In-Market,0,histgex
2026-04-23,14:00,SPX,Historical,In-Market,0,histgex
2026-04-23,14:30,SPX,Historical,In-Market,0,histgex
2026-04-23,15:00,SPX,Historical,In-Market,0,histgex
2026-04-23,15:30,SPX,Historical,In-Market,0,histgex
2026-04-22,09:30,SPX,Historical,In-Market,0,histgex
2026-04-22,10:00,SPX,Historical,In-Market,0,histgex
2026-04-22,10:30,SPX,Historical,In-Market,0,histgex
2026-04-22,11:00,SPX,Historical,In-Market,0,histgex
2026-04-22,11:30,SPX,Historical,In-Market,0,histgex
2026-04-22,12:00,SPX,Historical,In-Market,0,histgex
2026-04-22,12:30,SPX,Historical,In-Market,0,histgex
2026-04-22,13:00,SPX,Historical,In-Market,0,histgex
2026-04-22,13:30,SPX,Historical,In-Market,0,histgex
2026-04-22,14:00,SPX,Historical,In-Market,0,histgex
2026-04-22,14:30,SPX,Historical,In-Market,0,histgex
2026-04-22,15:00,SPX,Historical,In-Market,0,histgex
2026-04-22,15:30,SPX,Historical,In-Market,0,histgex
2026-04-21,09:30,SPX,Historical,In-Market,0,histgex
2026-04-21,10:00,SPX,Historical,In-Market,0,histgex
2026-04-21,10:30,SPX,Historical,In-Market,0,histgex
2026-04-21,11:00,SPX,Historical,In-Market,0,histgex
2026-04-21,11:30,SPX,Historical,In-Market,0,histgex
2026-04-21,12:00,SPX,Historical,In-Market,0,histgex
2026-04-21,12:30,SPX,Historical,In-Market,0,histgex
2026-04-21,13:00,SPX,Historical,In-Market,0,histgex
2026-04-21,13:30,SPX,Historical,In-Market,0,histgex
2026-04-21,14:00,SPX,Historical,In-Market,0,histgex
2026-04-21,14:30,SPX,Historical,In-Market,0,histgex
2026-04-21,15:00,SPX,Historical,In-Market,0,histgex
2026-04-21,15:30,SPX,Historical,In-Market,0,histgex
2026-04-20,09:30,SPX,Historical,In-Market,0,histgex
2026-04-20,10:00,SPX,Historical,In-Market,0,histgex
2026-04-20,10:30,SPX,Historical,In-Market,0,histgex
2026-04-20,11:00,SPX,Historical,In-Market,0,histgex
2026-04-20,11:30,SPX,Historical,In-Market,0,histgex
2026-04-20,12:00,SPX,Historical,In-Market,0,histgex
2026-04-20,12:30,SPX,Historical,In-Market,0,histgex
2026-04-20,13:00,SPX,Historical,In-Market,0,histgex
2026-04-20,13:30,SPX,Historical,In-Market,0,histgex
2026-04-20,14:00,SPX,Historical,In-Market,0,histgex
2026-04-20,14:30,SPX,Historical,In-Market,0,histgex
2026-04-20,15:00,SPX,Historical,In-Market,0,histgex
2026-04-20,15:30,SPX,Historical,In-Market,0,histgex
2026-04-17,09:30,SPX,Historical,In-Market,0,histgex
2026-04-17,10:00,SPX,Historical,In-Market,0,histgex
2026-04-17,10:30,SPX,Historical,In-Market,0,histgex
2026-04-17,11:00,SPX,Historical,In-Market,0,histgex
2026-04-17,11:30,SPX,Historical,In-Market,0,histgex
2026-04-17,12:00,SPX,Historical,In-Market,0,histgex
2026-04-17,12:30,SPX,Historical,In-Market,0,histgex
2026-04-17,13:00,SPX,Historical,In-Market,0,histgex
2026-04-17,13:30,SPX,Historical,In-Market,0,histgex
2026-04-17,14:00,SPX,Historical,In-Market,0,histgex
2026-04-17,14:30,SPX,Historical,In-Market,0,histgex
2026-04-17,15:00,SPX,Historical,In-Market,0,histgex
2026-04-17,15:30,SPX,Historical,In-Market,0,histgex
2026-04-16,09:30,SPX,Historical,In-Market,0,histgex
2026-04-16,10:00,SPX,Historical,In-Market,0,histgex
2026-04-16,10:30,SPX,Historical,In-Market,0,histgex
2026-04-16,11:00,SPX,Historical,In-Market,0,histgex
2026-04-16,11:30,SPX,Historical,In-Market,0,histgex
2026-04-16,12:00,SPX,Historical,In-Market,0,histgex
2026-04-16,12:30,SPX,Historical,In-Market,0,histgex
2026-04-16,13:00,SPX,Historical,In-Market,0,histgex
2026-04-16,13:30,SPX,Historical,In-Market,0,histgex
2026-04-16,14:00,SPX,Historical,In-Market,0,histgex
2026-04-16,14:30,SPX,Historical,In-Market,0,histgex
2026-04-16,15:00,SPX,Historical,In-Market,0,histgex
2026-04-16,15:30,SPX,Historical,In-Market,0,histgex
2026-04-15,09:30,SPX,Historical,In-Market,0,histgex
2026-04-15,10:00,SPX,Historical,In-Market,0,histgex
2026-04-15,10:30,SPX,Historical,In-Market,0,histgex
2026-04-15,11:00,SPX,Historical,In-Market,0,histgex
2026-04-15,11:30,SPX,Historical,In-Market,0,histgex
2026-04-15,12:00,SPX,Historical,In-Market,0,histgex
2026-04-15,12:30,SPX,Historical,In-Market,0,histgex
2026-04-15,13:00,SPX,Historical,In-Market,0,histgex
2026-04-15,13:30,SPX,Historical,In-Market,0,histgex
2026-04-15,14:00,SPX,Historical,In-Market,0,histgex
2026-04-15,14:30,SPX,Historical,In-Market,0,histgex
2026-04-15,15:00,SPX,Historical,In-Market,0,histgex
2026-04-15,15:30,SPX,Historical,In-Market,0,histgex
2026-04-14,09:30,SPX,Historical,In-Market,0,histgex
2026-04-14,10:00,SPX,Historical,In-Market,0,histgex
2026-04-14,10:30,SPX,Historical,In-Market,0,histgex
2026-04-14,11:00,SPX,Historical,In-Market,0,histgex
2026-04-14,11:30,SPX,Historical,In-Market,0,histgex
2026-04-14,12:00,SPX,Historical,In-Market,0,histgex
2026-04-14,12:30,SPX,Historical,In-Market,0,histgex
2026-04-14,13:00,SPX,Historical,In-Market,0,histgex
2026-04-14,13:30,SPX,Historical,In-Market,0,histgex
2026-04-14,14:00,SPX,Historical,In-Market,0,histgex
2026-04-14,14:30,SPX,Historical,In-Market,0,histgex
2026-04-14,15:00,SPX,Historical,In-Market,0,histgex
2026-04-14,15:30,SPX,Historical,In-Market,0,histgex
2026-04-13,09:30,SPX,Historical,In-Market,0,histgex
2026-04-13,10:00,SPX,Historical,In-Market,0,histgex
2026-04-13,10:30,SPX,Historical,In-Market,0,histgex
2026-04-13,11:00,SPX,Historical,In-Market,0,histgex
2026-04-13,11:30,SPX,Historical,In-Market,0,histgex
2026-04-13,12:00,SPX,Historical,In-Market,0,histgex
2026-04-13,12:30,SPX,Historical,In-Market,0,histgex
2026-04-13,13:00,SPX,Historical,In-Market,0,histgex
2026-04-13,13:30,SPX,Historical,In-Market,0,histgex
2026-04-13,14:00,SPX,Historical,In-Market,0,histgex
2026-04-13,14:30,SPX,Historical,In-Market,0,histgex
2026-04-13,15:00,SPX,Historical,In-Market,0,histgex
2026-04-13,15:30,SPX,Historical,In-Market,0,histgex
2026-04-10,09:30,SPX,Historical,In-Market,0,histgex
2026-04-10,10:00,SPX,Historical,In-Market,0,histgex
2026-04-10,10:30,SPX,Historical,In-Market,0,histgex
2026-04-10,11:00,SPX,Historical,In-Market,0,histgex
2026-04-10,11:30,SPX,Historical,In-Market,0,histgex
2026-04-10,12:00,SPX,Historical,In-Market,0,histgex
2026-04-10,12:30,SPX,Historical,In-Market,0,histgex
2026-04-10,13:00,SPX,Historical,In-Market,0,histgex
2026-04-10,13:30,SPX,Historical,In-Market,0,histgex
2026-04-10,14:00,SPX,Historical,In-Market,0,histgex
2026-04-10,14:30,SPX,Historical,In-Market,0,histgex
2026-04-10,15:00,SPX,Historical,In-Market,0,histgex
2026-04-10,15:30,SPX,Historical,In-Market,0,histgex
2026-04-09,09:30,SPX,Historical,In-Market,0,histgex
2026-04-09,10:00,SPX,Historical,In-Market,0,histgex
2026-04-09,10:30,SPX,Historical,In-Market,0,histgex
2026-04-09,11:00,SPX,Historical,In-Market,0,histgex
2026-04-09,11:30,SPX,Historical,In-Market,0,histgex
2026-04-09,12:00,SPX,Historical,In-Market,0,histgex
2026-04-09,12:30,SPX,Historical,In-Market,0,histgex
2026-04-09,13:00,SPX,Historical,In-Market,0,histgex
2026-04-09,13:30,SPX,Historical,In-Market,0,histgex
2026-04-09,14:00,SPX,Historical,In-Market,0,histgex
2026-04-09,14:30,SPX,Historical,In-Market,0,histgex
2026-04-09,15:00,SPX,Historical,In-Market,0,histgex
2026-04-09,15:30,SPX,Historical,In-Market,0,histgex
2026-04-08,09:30,SPX,Historical,In-Market,0,histgex
2026-04-08,10:00,SPX,Historical,In-Market,0,histgex
2026-04-08,10:30,SPX,Historical,In-Market,0,histgex
2026-04-08,11:00,SPX,Historical,In-Market,0,histgex
2026-04-08,11:30,SPX,Historical,In-Market,0,histgex
2026-04-08,12:00,SPX,Historical,In-Market,0,histgex
2026-04-08,12:30,SPX,Historical,In-Market,0,histgex
2026-04-08,13:00,SPX,Historical,In-Market,0,histgex
2026-04-08,13:30,SPX,Historical,In-Market,0,histgex
2026-04-08,14:00,SPX,Historical,In-Market,0,histgex
2026-04-08,14:30,SPX,Historical,In-Market,0,histgex
2026-04-08,15:00,SPX,Historical,In-Market,0,histgex
2026-04-08,15:30,SPX,Historical,In-Market,0,histgex
2026-04-07,09:30,SPX,Historical,In-Market,0,histgex
2026-04-07,10:00,SPX,Historical,In-Market,0,histgex
2026-04-07,10:30,SPX,Historical,In-Market,0,histgex
2026-04-07,11:00,SPX,Historical,In-Market,0,histgex
2026-04-07,11:30,SPX,Historical,In-Market,0,histgex
2026-04-07,12:00,SPX,Historical,In-Market,0,histgex
2026-04-07,12:30,SPX,Historical,In-Market,0,histgex
2026-04-07,13:00,SPX,Historical,In-Market,0,histgex
2026-04-07,13:30,SPX,Historical,In-Market,0,histgex
2026-04-07,14:00,SPX,Historical,In-Market,0,histgex
2026-04-07,14:30,SPX,Historical,In-Market,0,histgex
2026-04-07,15:00,SPX,Historical,In-Market,0,histgex
2026-04-07,15:30,SPX,Historical,In-Market,0,histgex
2026-04-06,09:30,SPX,Historical,In-Market,0,histgex
2026-04-06,10:00,SPX,Historical,In-Market,0,histgex
2026-04-06,10:30,SPX,Historical,In-Market,0,histgex
2026-04-06,11:00,SPX,Historical,In-Market,0,histgex
2026-04-06,11:30,SPX,Historical,In-Market,0,histgex
2026-04-06,12:00,SPX,Historical,In-Market,0,histgex
2026-04-06,12:30,SPX,Historical,In-Market,0,histgex
2026-04-06,13:00,SPX,Historical,In-Market,0,histgex
2026-04-06,13:30,SPX,Historical,In-Market,0,histgex
2026-04-06,14:00,SPX,Historical,In-Market,0,histgex
2026-04-06,14:30,SPX,Historical,In-Market,0,histgex
2026-04-06,15:00,SPX,Historical,In-Market,0,histgex
2026-04-06,15:30,SPX,Historical,In-Market,0,histgex
2026-04-02,09:30,SPX,Historical,In-Market,0,histgex
2026-04-02,10:00,SPX,Historical,In-Market,0,histgex
2026-04-02,10:30,SPX,Historical,In-Market,0,histgex
2026-04-02,11:00,SPX,Historical,In-Market,0,histgex
2026-04-02,11:30,SPX,Historical,In-Market,0,histgex
2026-04-02,12:00,SPX,Historical,In-Market,0,histgex
2026-04-02,12:30,SPX,Historical,In-Market,0,histgex
2026-04-02,13:00,SPX,Historical,In-Market,0,histgex
2026-04-02,13:30,SPX,Historical,In-Market,0,histgex
2026-04-02,14:00,SPX,Historical,In-Market,0,histgex
2026-04-02,14:30,SPX,Historical,In-Market,0,histgex
2026-04-02,15:00,SPX,Historical,In-Market,0,histgex
2026-04-02,15:30,SPX,Historical,In-Market,0,histgex
2026-04-01,09:30,SPX,Historical,In-Market,0,histgex
2026-04-01,10:00,SPX,Historical,In-Market,0,histgex
2026-04-01,10:30,SPX,Historical,In-Market,0,histgex
2026-04-01,11:00,SPX,Historical,In-Market,0,histgex
2026-04-01,11:30,SPX,Historical,In-Market,0,histgex
2026-04-01,12:00,SPX,Historical,In-Market,0,histgex
2026-04-01,12:30,SPX,Historical,In-Market,0,histgex
2026-04-01,13:00,SPX,Historical,In-Market,0,histgex
2026-04-01,13:30,SPX,Historical,In-Market,0,histgex
2026-04-01,14:00,SPX,Historical,In-Market,0,histgex
2026-04-01,14:30,SPX,Historical,In-Market,0,histgex
2026-04-01,15:00,SPX,Historical,In-Market,0,histgex
2026-04-01,15:30,SPX,Historical,In-Market,0,histgex
2026-03-31,09:30,SPX,Historical,In-Market,0,histgex
