Date,Time,Symbol,Source (Live/Historical),Market (Pre-Market/In-Market),is_premarket (DB),source (DB)
2026-02-17,13:00,SPX,Historical,In-Market,0,histgex
2026-02-17,13:30,SPX,Historical,In-Market,0,histgex
2026-02-17,14:00,SPX,Historical,In-Market,0,histgex
2026-02-17,14:30,SPX,Historical,In-Market,0,histgex
2026-02-17,15:00,SPX,Historical,In-Market,0,histgex
2026-02-17,15:30,SPX,Historical,In-Market,0,histgex
2026-02-13,09:30,SPX,Historical,In-Market,0,histgex
2026-02-13,10:00,SPX,Historical,In-Market,0,histgex
2026-02-13,10:30,SPX,Historical,In-Market,0,histgex
2026-02-13,11:00,SPX,Historical,In-Market,0,histgex
2026-02-13,11:30,SPX,Historical,In-Market,0,histgex
2026-02-13,12:00,SPX,Historical,In-Market,0,histgex
2026-02-13,12:30,SPX,Historical,In-Market,0,histgex
2026-02-13,13:00,SPX,Historical,In-Market,0,histgex
2026-02-13,13:30,SPX,Historical,In-Market,0,histgex
2026-02-13,14:00,SPX,Historical,In-Market,0,histgex
2026-02-13,14:30,SPX,Historical,In-Market,0,histgex
2026-02-13,15:00,SPX,Historical,In-Market,0,histgex
2026-02-13,15:30,SPX,Historical,In-Market,0,histgex
2026-02-12,09:30,SPX,Historical,In-Market,0,histgex
2026-02-12,10:00,SPX,Historical,In-Market,0,histgex
2026-02-12,10:30,SPX,Historical,In-Market,0,histgex
2026-02-12,11:00,SPX,Historical,In-Market,0,histgex
2026-02-12,11:30,SPX,Historical,In-Market,0,histgex
2026-02-12,12:00,SPX,Historical,In-Market,0,histgex
2026-02-12,12:30,SPX,Historical,In-Market,0,histgex
2026-02-12,13:00,SPX,Historical,In-Market,0,histgex
2026-02-12,13:30,SPX,Historical,In-Market,0,histgex
2026-02-12,14:00,SPX,Historical,In-Market,0,histgex
2026-02-12,14:30,SPX,Historical,In-Market,0,histgex
2026-02-12,15:00,SPX,Historical,In-Market,0,histgex
2026-02-12,15:30,SPX,Historical,In-Market,0,histgex
2026-02-11,09:30,SPX,Historical,In-Market,0,histgex
2026-02-11,10:00,SPX,Historical,In-Market,0,histgex
2026-02-11,10:30,SPX,Historical,In-Market,0,histgex
2026-02-11,11:00,SPX,Historical,In-Market,0,histgex
2026-02-11,11:30,SPX,Historical,In-Market,0,histgex
2026-02-11,12:00,SPX,Historical,In-Market,0,histgex
2026-02-11,12:30,SPX,Historical,In-Market,0,histgex
2026-02-11,13:00,SPX,Historical,In-Market,0,histgex
2026-02-11,13:30,SPX,Historical,In-Market,0,histgex
2026-02-11,14:00,SPX,Historical,In-Market,0,histgex
2026-02-11,14:30,SPX,Historical,In-Market,0,histgex
2026-02-11,15:00,SPX,Historical,In-Market,0,histgex
2026-02-11,15:30,SPX,Historical,In-Market,0,histgex
2026-02-10,09:30,SPX,Historical,In-Market,0,histgex
2026-02-10,10:00,SPX,Historical,In-Market,0,histgex
2026-02-10,10:30,SPX,Historical,In-Market,0,histgex
2026-02-10,11:00,SPX,Historical,In-Market,0,histgex
2026-02-10,11:30,SPX,Historical,In-Market,0,histgex
2026-02-10,12:00,SPX,Historical,In-Market,0,histgex
2026-02-10,12:30,SPX,Historical,In-Market,0,histgex
2026-02-10,13:00,SPX,Historical,In-Market,0,histgex
2026-02-10,13:30,SPX,Historical,In-Market,0,histgex
2026-02-10,14:00,SPX,Historical,In-Market,0,histgex
2026-02-10,14:30,SPX,Historical,In-Market,0,histgex
2026-02-10,15:00,SPX,Historical,In-Market,0,histgex
2026-02-10,15:30,SPX,Historical,In-Market,0,histgex
2026-02-09,09:30,SPX,Historical,In-Market,0,histgex
2026-02-09,10:00,SPX,Historical,In-Market,0,histgex
2026-02-09,10:30,SPX,Historical,In-Market,0,histgex
2026-02-09,11:00,SPX,Historical,In-Market,0,histgex
2026-02-09,11:30,SPX,Historical,In-Market,0,histgex
2026-02-09,12:00,SPX,Historical,In-Market,0,histgex
2026-02-09,12:30,SPX,Historical,In-Market,0,histgex
2026-02-09,13:00,SPX,Historical,In-Market,0,histgex
2026-02-09,13:30,SPX,Historical,In-Market,0,histgex
2026-02-09,14:00,SPX,Historical,In-Market,0,histgex
2026-02-09,14:30,SPX,Historical,In-Market,0,histgex
2026-02-09,15:00,SPX,Historical,In-Market,0,histgex
2026-02-09,15:30,SPX,Historical,In-Market,0,histgex
2026-02-06,09:30,SPX,Historical,In-Market,0,histgex
2026-02-06,10:00,SPX,Historical,In-Market,0,histgex
2026-02-06,10:30,SPX,Historical,In-Market,0,histgex
2026-02-06,11:00,SPX,Historical,In-Market,0,histgex
2026-02-06,11:30,SPX,Historical,In-Market,0,histgex
2026-02-06,12:00,SPX,Historical,In-Market,0,histgex
2026-02-06,12:30,SPX,Historical,In-Market,0,histgex
2026-02-06,13:00,SPX,Historical,In-Market,0,histgex
2026-02-06,13:30,SPX,Historical,In-Market,0,histgex
2026-02-06,14:00,SPX,Historical,In-Market,0,histgex
2026-02-06,14:30,SPX,Historical,In-Market,0,histgex
2026-02-06,15:00,SPX,Historical,In-Market,0,histgex
2026-02-06,15:30,SPX,Historical,In-Market,0,histgex
2026-02-05,09:30,SPX,Historical,In-Market,0,histgex
2026-02-05,10:00,SPX,Historical,In-Market,0,histgex
2026-02-05,10:30,SPX,Historical,In-Market,0,histgex
2026-02-05,11:00,SPX,Historical,In-Market,0,histgex
2026-02-05,11:30,SPX,Historical,In-Market,0,histgex
2026-02-05,12:00,SPX,Historical,In-Market,0,histgex
2026-02-05,12:30,SPX,Historical,In-Market,0,histgex
2026-02-05,13:00,SPX,Historical,In-Market,0,histgex
2026-02-05,13:30,SPX,Historical,In-Market,0,histgex
2026-02-05,14:00,SPX,Historical,In-Market,0,histgex
2026-02-05,14:30,SPX,Historical,In-Market,0,histgex
2026-02-05,15:00,SPX,Historical,In-Market,0,histgex
2026-02-05,15:30,SPX,Historical,In-Market,0,histgex
2026-02-04,09:30,SPX,Historical,In-Market,0,histgex
2026-02-04,10:00,SPX,Historical,In-Market,0,histgex
2026-02-04,10:30,SPX,Historical,In-Market,0,histgex
2026-02-04,11:00,SPX,Historical,In-Market,0,histgex
2026-02-04,11:30,SPX,Historical,In-Market,0,histgex
2026-02-04,12:00,SPX,Historical,In-Market,0,histgex
2026-02-04,12:30,SPX,Historical,In-Market,0,histgex
2026-02-04,13:00,SPX,Historical,In-Market,0,histgex
2026-02-04,13:30,SPX,Historical,In-Market,0,histgex
2026-02-04,14:00,SPX,Historical,In-Market,0,histgex
2026-02-04,14:30,SPX,Historical,In-Market,0,histgex
2026-02-04,15:00,SPX,Historical,In-Market,0,histgex
2026-02-04,15:30,SPX,Historical,In-Market,0,histgex
2026-02-03,09:30,SPX,Historical,In-Market,0,histgex
2026-02-03,10:00,SPX,Historical,In-Market,0,histgex
2026-02-03,10:30,SPX,Historical,In-Market,0,histgex
2026-02-03,11:00,SPX,Historical,In-Market,0,histgex
2026-02-03,11:30,SPX,Historical,In-Market,0,histgex
2026-02-03,12:00,SPX,Historical,In-Market,0,histgex
2026-02-03,12:30,SPX,Historical,In-Market,0,histgex
2026-02-03,13:00,SPX,Historical,In-Market,0,histgex
2026-02-03,13:30,SPX,Historical,In-Market,0,histgex
2026-02-03,14:00,SPX,Historical,In-Market,0,histgex
2026-02-03,14:30,SPX,Historical,In-Market,0,histgex
2026-02-03,15:00,SPX,Historical,In-Market,0,histgex
2026-02-03,15:30,SPX,Historical,In-Market,0,histgex
2026-02-02,09:30,SPX,Historical,In-Market,0,histgex
2026-02-02,10:00,SPX,Historical,In-Market,0,histgex
2026-02-02,10:30,SPX,Historical,In-Market,0,histgex
2026-02-02,11:00,SPX,Historical,In-Market,0,histgex
2026-02-02,11:30,SPX,Historical,In-Market,0,histgex
2026-02-02,12:00,SPX,Historical,In-Market,0,histgex
2026-02-02,12:30,SPX,Historical,In-Market,0,histgex
2026-02-02,13:00,SPX,Historical,In-Market,0,histgex
2026-02-02,13:30,SPX,Historical,In-Market,0,histgex
2026-02-02,14:00,SPX,Historical,In-Market,0,histgex
2026-02-02,14:30,SPX,Historical,In-Market,0,histgex
2026-02-02,15:00,SPX,Historical,In-Market,0,histgex
2026-02-02,15:30,SPX,Historical,In-Market,0,histgex
2026-01-30,09:30,SPX,Historical,In-Market,0,histgex
2026-01-30,10:00,SPX,Historical,In-Market,0,histgex
2026-01-30,10:30,SPX,Historical,In-Market,0,histgex
2026-01-30,11:00,SPX,Historical,In-Market,0,histgex
2026-01-30,11:30,SPX,Historical,In-Market,0,histgex
2026-01-30,12:00,SPX,Historical,In-Market,0,histgex
2026-01-30,12:30,SPX,Historical,In-Market,0,histgex
2026-01-30,13:00,SPX,Historical,In-Market,0,histgex
2026-01-30,13:30,SPX,Historical,In-Market,0,histgex
2026-01-30,14:00,SPX,Historical,In-Market,0,histgex
2026-01-30,14:30,SPX,Historical,In-Market,0,histgex
2026-01-30,15:00,SPX,Historical,In-Market,0,histgex
2026-01-30,15:30,SPX,Historical,In-Market,0,histgex
2026-01-29,09:30,SPX,Historical,In-Market,0,histgex
2026-01-29,10:00,SPX,Historical,In-Market,0,histgex
2026-01-29,10:30,SPX,Historical,In-Market,0,histgex
2026-01-29,11:00,SPX,Historical,In-Market,0,histgex
2026-01-29,11:30,SPX,Historical,In-Market,0,histgex
2026-01-29,12:00,SPX,Historical,In-Market,0,histgex
2026-01-29,12:30,SPX,Historical,In-Market,0,histgex
2026-01-29,13:00,SPX,Historical,In-Market,0,histgex
2026-01-29,13:30,SPX,Historical,In-Market,0,histgex
2026-01-29,14:00,SPX,Historical,In-Market,0,histgex
2026-01-29,14:30,SPX,Historical,In-Market,0,histgex
2026-01-29,15:00,SPX,Historical,In-Market,0,histgex
2026-01-29,15:30,SPX,Historical,In-Market,0,histgex
2026-01-28,09:30,SPX,Historical,In-Market,0,histgex
2026-01-28,10:00,SPX,Historical,In-Market,0,histgex
2026-01-28,10:30,SPX,Historical,In-Market,0,histgex
2026-01-28,11:00,SPX,Historical,In-Market,0,histgex
2026-01-28,11:30,SPX,Historical,In-Market,0,histgex
2026-01-28,12:00,SPX,Historical,In-Market,0,histgex
2026-01-28,12:30,SPX,Historical,In-Market,0,histgex
2026-01-28,13:00,SPX,Historical,In-Market,0,histgex
2026-01-28,13:30,SPX,Historical,In-Market,0,histgex
2026-01-28,14:00,SPX,Historical,In-Market,0,histgex
2026-01-28,14:30,SPX,Historical,In-Market,0,histgex
2026-01-28,15:00,SPX,Historical,In-Market,0,histgex
2026-01-28,15:30,SPX,Historical,In-Market,0,histgex
2026-01-27,09:30,SPX,Historical,In-Market,0,histgex
2026-01-27,10:00,SPX,Historical,In-Market,0,histgex
2026-01-27,10:30,SPX,Historical,In-Market,0,histgex
2026-01-27,11:00,SPX,Historical,In-Market,0,histgex
2026-01-27,11:30,SPX,Historical,In-Market,0,histgex
2026-01-27,12:00,SPX,Historical,In-Market,0,histgex
2026-01-27,12:30,SPX,Historical,In-Market,0,histgex
2026-01-27,13:00,SPX,Historical,In-Market,0,histgex
2026-01-27,13:30,SPX,Historical,In-Market,0,histgex
2026-01-27,14:00,SPX,Historical,In-Market,0,histgex
2026-01-27,14:30,SPX,Historical,In-Market,0,histgex
2026-01-27,15:00,SPX,Historical,In-Market,0,histgex
2026-01-27,15:30,SPX,Historical,In-Market,0,histgex
2026-01-26,09:30,SPX,Historical,In-Market,0,histgex
2026-01-26,10:00,SPX,Historical,In-Market,0,histgex
2026-01-26,10:30,SPX,Historical,In-Market,0,histgex
2026-01-26,11:00,SPX,Historical,In-Market,0,histgex
2026-01-26,11:30,SPX,Historical,In-Market,0,histgex
2026-01-26,12:00,SPX,Historical,In-Market,0,histgex
2026-01-26,12:30,SPX,Historical,In-Market,0,histgex
2026-01-26,13:00,SPX,Historical,In-Market,0,histgex
2026-01-26,13:30,SPX,Historical,In-Market,0,histgex
2026-01-26,14:00,SPX,Historical,In-Market,0,histgex
2026-01-26,14:30,SPX,Historical,In-Market,0,histgex
2026-01-26,15:00,SPX,Historical,In-Market,0,histgex
2026-01-26,15:30,SPX,Historical,In-Market,0,histgex
2026-01-23,09:30,SPX,Historical,In-Market,0,histgex
2026-01-23,10:00,SPX,Historical,In-Market,0,histgex
2026-01-23,10:30,SPX,Historical,In-Market,0,histgex
2026-01-23,11:00,SPX,Historical,In-Market,0,histgex
2026-01-23,11:30,SPX,Historical,In-Market,0,histgex
2026-01-23,12:00,SPX,Historical,In-Market,0,histgex
2026-01-23,12:30,SPX,Historical,In-Market,0,histgex
2026-01-23,13:00,SPX,Historical,In-Market,0,histgex
2026-01-23,13:30,SPX,Historical,In-Market,0,histgex
2026-01-23,14:00,SPX,Historical,In-Market,0,histgex
2026-01-23,14:30,SPX,Historical,In-Market,0,histgex
2026-01-23,15:00,SPX,Historical,In-Market,0,histgex
2026-01-23,15:30,SPX,Historical,In-Market,0,histgex
2026-01-22,09:30,SPX,Historical,In-Market,0,histgex
2026-01-22,10:00,SPX,Historical,In-Market,0,histgex
2026-01-22,10:30,SPX,Historical,In-Market,0,histgex
2026-01-22,11:00,SPX,Historical,In-Market,0,histgex
2026-01-22,11:30,SPX,Historical,In-Market,0,histgex
2026-01-22,12:00,SPX,Historical,In-Market,0,histgex
2026-01-22,12:30,SPX,Historical,In-Market,0,histgex
2026-01-22,13:00,SPX,Historical,In-Market,0,histgex
2026-01-22,13:30,SPX,Historical,In-Market,0,histgex
2026-01-22,14:00,SPX,Historical,In-Market,0,histgex
2026-01-22,14:30,SPX,Historical,In-Market,0,histgex
2026-01-22,15:00,SPX,Historical,In-Market,0,histgex
2026-01-22,15:30,SPX,Historical,In-Market,0,histgex
2026-01-21,09:30,SPX,Historical,In-Market,0,histgex
2026-01-21,10:00,SPX,Historical,In-Market,0,histgex
2026-01-21,10:30,SPX,Historical,In-Market,0,histgex
2026-01-21,11:00,SPX,Historical,In-Market,0,histgex
2026-01-21,11:30,SPX,Historical,In-Market,0,histgex
2026-01-21,12:00,SPX,Historical,In-Market,0,histgex
2026-01-21,12:30,SPX,Historical,In-Market,0,histgex
2026-01-21,13:00,SPX,Historical,In-Market,0,histgex
2026-01-21,13:30,SPX,Historical,In-Market,0,histgex
2026-01-21,14:00,SPX,Historical,In-Market,0,histgex
2026-01-21,14:30,SPX,Historical,In-Market,0,histgex
2026-01-21,15:00,SPX,Historical,In-Market,0,histgex
2026-01-21,15:30,SPX,Historical,In-Market,0,histgex
2026-01-20,09:30,SPX,Historical,In-Market,0,histgex
2026-01-20,10:00,SPX,Historical,In-Market,0,histgex
2026-01-20,10:30,SPX,Historical,In-Market,0,histgex
2026-01-20,11:00,SPX,Historical,In-Market,0,histgex
2026-01-20,11:30,SPX,Historical,In-Market,0,histgex
2026-01-20,12:00,SPX,Historical,In-Market,0,histgex
2026-01-20,12:30,SPX,Historical,In-Market,0,histgex
2026-01-20,13:00,SPX,Historical,In-Market,0,histgex
2026-01-20,13:30,SPX,Historical,In-Market,0,histgex
2026-01-20,14:00,SPX,Historical,In-Market,0,histgex
2026-01-20,14:30,SPX,Historical,In-Market,0,histgex
2026-01-20,15:00,SPX,Historical,In-Market,0,histgex
2026-01-20,15:30,SPX,Historical,In-Market,0,histgex
2026-01-16,09:30,SPX,Historical,In-Market,0,histgex
2026-01-16,10:00,SPX,Historical,In-Market,0,histgex
2026-01-16,10:30,SPX,Historical,In-Market,0,histgex
2026-01-16,11:00,SPX,Historical,In-Market,0,histgex
2026-01-16,11:30,SPX,Historical,In-Market,0,histgex
2026-01-16,12:00,SPX,Historical,In-Market,0,histgex
2026-01-16,12:30,SPX,Historical,In-Market,0,histgex
2026-01-16,13:00,SPX,Historical,In-Market,0,histgex
2026-01-16,13:30,SPX,Historical,In-Market,0,histgex
2026-01-16,14:00,SPX,Historical,In-Market,0,histgex
2026-01-16,14:30,SPX,Historical,In-Market,0,histgex
2026-01-16,15:00,SPX,Historical,In-Market,0,histgex
2026-01-16,15:30,SPX,Historical,In-Market,0,histgex
2026-01-15,09:30,SPX,Historical,In-Market,0,histgex
2026-01-15,10:00,SPX,Historical,In-Market,0,histgex
2026-01-15,10:30,SPX,Historical,In-Market,0,histgex
2026-01-15,11:00,SPX,Historical,In-Market,0,histgex
2026-01-15,11:30,SPX,Historical,In-Market,0,histgex
2026-01-15,12:00,SPX,Historical,In-Market,0,histgex
2026-01-15,12:30,SPX,Historical,In-Market,0,histgex
2026-01-15,13:00,SPX,Historical,In-Market,0,histgex
2026-01-15,13:30,SPX,Historical,In-Market,0,histgex
2026-01-15,14:00,SPX,Historical,In-Market,0,histgex
2026-01-15,14:30,SPX,Historical,In-Market,0,histgex
2026-01-15,15:00,SPX,Historical,In-Market,0,histgex
2026-01-15,15:30,SPX,Historical,In-Market,0,histgex
2026-01-14,09:30,SPX,Historical,In-Market,0,histgex
2026-01-14,10:00,SPX,Historical,In-Market,0,histgex
2026-01-14,10:30,SPX,Historical,In-Market,0,histgex
2026-01-14,11:00,SPX,Historical,In-Market,0,histgex
2026-01-14,11:30,SPX,Historical,In-Market,0,histgex
2026-01-14,12:00,SPX,Historical,In-Market,0,histgex
2026-01-14,12:30,SPX,Historical,In-Market,0,histgex
2026-01-14,13:00,SPX,Historical,In-Market,0,histgex
2026-01-14,13:30,SPX,Historical,In-Market,0,histgex
2026-01-14,14:00,SPX,Historical,In-Market,0,histgex
2026-01-14,14:30,SPX,Historical,In-Market,0,histgex
2026-01-14,15:00,SPX,Historical,In-Market,0,histgex
2026-01-14,15:30,SPX,Historical,In-Market,0,histgex
2026-01-13,09:30,SPX,Historical,In-Market,0,histgex
2026-01-13,10:00,SPX,Historical,In-Market,0,histgex
2026-01-13,10:30,SPX,Historical,In-Market,0,histgex
2026-01-13,11:00,SPX,Historical,In-Market,0,histgex
2026-01-13,11:30,SPX,Historical,In-Market,0,histgex
2026-01-13,12:00,SPX,Historical,In-Market,0,histgex
2026-01-13,12:30,SPX,Historical,In-Market,0,histgex
2026-01-13,13:00,SPX,Historical,In-Market,0,histgex
2026-01-13,13:30,SPX,Historical,In-Market,0,histgex
2026-01-13,14:00,SPX,Historical,In-Market,0,histgex
2026-01-13,14:30,SPX,Historical,In-Market,0,histgex
2026-01-13,15:00,SPX,Historical,In-Market,0,histgex
2026-01-13,15:30,SPX,Historical,In-Market,0,histgex
2026-01-12,09:30,SPX,Historical,In-Market,0,histgex
2026-01-12,10:00,SPX,Historical,In-Market,0,histgex
2026-01-12,10:30,SPX,Historical,In-Market,0,histgex
2026-01-12,11:00,SPX,Historical,In-Market,0,histgex
2026-01-12,11:30,SPX,Historical,In-Market,0,histgex
2026-01-12,12:00,SPX,Historical,In-Market,0,histgex
2026-01-12,12:30,SPX,Historical,In-Market,0,histgex
2026-01-12,13:00,SPX,Historical,In-Market,0,histgex
2026-01-12,13:30,SPX,Historical,In-Market,0,histgex
2026-01-12,14:00,SPX,Historical,In-Market,0,histgex
2026-01-12,14:30,SPX,Historical,In-Market,0,histgex
2026-01-12,15:00,SPX,Historical,In-Market,0,histgex
2026-01-12,15:30,SPX,Historical,In-Market,0,histgex
2026-01-09,09:30,SPX,Historical,In-Market,0,histgex
2026-01-09,10:00,SPX,Historical,In-Market,0,histgex
2026-01-09,10:30,SPX,Historical,In-Market,0,histgex
2026-01-09,11:00,SPX,Historical,In-Market,0,histgex
2026-01-09,11:30,SPX,Historical,In-Market,0,histgex
2026-01-09,12:00,SPX,Historical,In-Market,0,histgex
2026-01-09,12:30,SPX,Historical,In-Market,0,histgex
2026-01-09,13:00,SPX,Historical,In-Market,0,histgex
2026-01-09,13:30,SPX,Historical,In-Market,0,histgex
2026-01-09,14:00,SPX,Historical,In-Market,0,histgex
2026-01-09,14:30,SPX,Historical,In-Market,0,histgex
2026-01-09,15:00,SPX,Historical,In-Market,0,histgex
2026-01-09,15:30,SPX,Historical,In-Market,0,histgex
2026-01-08,09:30,SPX,Historical,In-Market,0,histgex
2026-01-08,10:00,SPX,Historical,In-Market,0,histgex
2026-01-08,10:30,SPX,Historical,In-Market,0,histgex
2026-01-08,11:00,SPX,Historical,In-Market,0,histgex
2026-01-08,11:30,SPX,Historical,In-Market,0,histgex
2026-01-08,12:00,SPX,Historical,In-Market,0,histgex
2026-01-08,12:30,SPX,Historical,In-Market,0,histgex
2026-01-08,13:00,SPX,Historical,In-Market,0,histgex
2026-01-08,13:30,SPX,Historical,In-Market,0,histgex
2026-01-08,14:00,SPX,Historical,In-Market,0,histgex
2026-01-08,14:30,SPX,Historical,In-Market,0,histgex
2026-01-08,15:00,SPX,Historical,In-Market,0,histgex
2026-01-08,15:30,SPX,Historical,In-Market,0,histgex
2026-01-07,09:30,SPX,Historical,In-Market,0,histgex
2026-01-07,10:00,SPX,Historical,In-Market,0,histgex
2026-01-07,10:30,SPX,Historical,In-Market,0,histgex
2026-01-07,11:00,SPX,Historical,In-Market,0,histgex
2026-01-07,11:30,SPX,Historical,In-Market,0,histgex
2026-01-07,12:00,SPX,Historical,In-Market,0,histgex
2026-01-07,12:30,SPX,Historical,In-Market,0,histgex
2026-01-07,13:00,SPX,Historical,In-Market,0,histgex
2026-01-07,13:30,SPX,Historical,In-Market,0,histgex
2026-01-07,14:00,SPX,Historical,In-Market,0,histgex
2026-01-07,14:30,SPX,Historical,In-Market,0,histgex
2026-01-07,15:00,SPX,Historical,In-Market,0,histgex
2026-01-07,15:30,SPX,Historical,In-Market,0,histgex
2026-01-06,09:30,SPX,Historical,In-Market,0,histgex
2026-01-06,10:00,SPX,Historical,In-Market,0,histgex
2026-01-06,10:30,SPX,Historical,In-Market,0,histgex
2026-01-06,11:00,SPX,Historical,In-Market,0,histgex
2026-01-06,11:30,SPX,Historical,In-Market,0,histgex
2026-01-06,12:00,SPX,Historical,In-Market,0,histgex
2026-01-06,12:30,SPX,Historical,In-Market,0,histgex
2026-01-06,13:00,SPX,Historical,In-Market,0,histgex
2026-01-06,13:30,SPX,Historical,In-Market,0,histgex
2026-01-06,14:00,SPX,Historical,In-Market,0,histgex
2026-01-06,14:30,SPX,Historical,In-Market,0,histgex
2026-01-06,15:00,SPX,Historical,In-Market,0,histgex
2026-01-06,15:30,SPX,Historical,In-Market,0,histgex
2026-01-05,09:30,SPX,Historical,In-Market,0,histgex
2026-01-05,10:00,SPX,Historical,In-Market,0,histgex
2026-01-05,10:30,SPX,Historical,In-Market,0,histgex
2026-01-05,11:00,SPX,Historical,In-Market,0,histgex
2026-01-05,11:30,SPX,Historical,In-Market,0,histgex
2026-01-05,12:00,SPX,Historical,In-Market,0,histgex
2026-01-05,12:30,SPX,Historical,In-Market,0,histgex
2026-01-05,13:00,SPX,Historical,In-Market,0,histgex
2026-01-05,13:30,SPX,Historical,In-Market,0,histgex
2026-01-05,14:00,SPX,Historical,In-Market,0,histgex
2026-01-05,14:30,SPX,Historical,In-Market,0,histgex
2026-01-05,15:00,SPX,Historical,In-Market,0,histgex
2026-01-05,15:30,SPX,Historical,In-Market,0,histgex
2026-01-02,09:30,SPX,Historical,In-Market,0,histgex
2026-01-02,10:00,SPX,Historical,In-Market,0,histgex
2026-01-02,10:30,SPX,Historical,In-Market,0,histgex
2026-01-02,11:00,SPX,Historical,In-Market,0,histgex
2026-01-02,11:30,SPX,Historical,In-Market,0,histgex
2026-01-02,12:00,SPX,Historical,In-Market,0,histgex
2026-01-02,12:30,SPX,Historical,In-Market,0,histgex
2026-01-02,13:00,SPX,Historical,In-Market,0,histgex
2026-01-02,13:30,SPX,Historical,In-Market,0,histgex
2026-01-02,14:00,SPX,Historical,In-Market,0,histgex
2026-01-02,14:30,SPX,Historical,In-Market,0,histgex
2026-01-02,15:00,SPX,Historical,In-Market,0,histgex
2026-01-02,15:30,SPX,Historical,In-Market,0,histgex
